Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
2025-08-29,2025-08-29,8,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,4,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,10,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,8,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,5,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,4,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,11,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,5,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,2,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,3,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,3,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,8,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,4,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,12,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,10,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,4,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,12,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,3,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,3,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,3,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,2,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,2,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,2,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,5,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,4,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,5,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,6,Confirmed,,Walk-in,0
2025-08-29,2025-08-29,1,Confirmed,,Walk-in,0
2025-08-29,2025-11-11,4,Confirmed,,Reservation,74
2025-08-29,2026-07-03,1,Cancel in check-in stage,2026-07-03,Reservation,308
2025-08-29,2025-09-08,4,Confirmed,,Reservation,10
2025-08-29,2026-02-25,3,Confirmed,,Reservation,180
2025-08-29,2026-03-15,2,Cancel in reservation stage,2025-11-01,Reservation,198
2025-08-29,2025-09-22,1,Cancel in reservation stage,2025-09-17,Reservation,24
2025-08-29,2025-09-19,5,Confirmed,,Reservation,21
2025-08-29,2026-08-03,2,Confirmed,,Reservation,339
2025-08-29,2026-02-06,3,Confirmed,,Reservation,161
2025-08-29,2025-09-02,1,Confirmed,,Reservation,4
2025-08-29,2025-09-04,8,Confirmed,,Reservation,6
2025-08-29,2025-12-13,2,Confirmed,,Reservation,106
2025-08-29,2026-01-01,4,Cancel in reservation stage,2025-11-01,Reservation,125
2025-08-29,2025-11-21,8,Cancel in reservation stage,2025-11-15,Reservation,84
2025-08-29,2025-10-26,3,Confirmed,,Reservation,58
2025-08-29,2025-11-26,1,Confirmed,,Reservation,89
2025-08-29,2025-12-25,4,Confirmed,,Reservation,118
2025-08-29,2026-03-10,3,Confirmed,,Reservation,193
2025-08-29,2026-05-15,8,Confirmed,,Reservation,259
2025-08-29,2025-12-15,1,Confirmed,,Reservation,108
2025-08-29,2025-09-12,2,Confirmed,,Reservation,14
2025-08-29,2025-10-29,7,Confirmed,,Reservation,61
2025-08-29,2026-04-20,1,Confirmed,,Reservation,234
2025-08-29,2025-09-25,4,Confirmed,,Reservation,27
2025-08-29,2026-01-12,4,Cancel in check-in stage,2026-01-12,Reservation,136
2025-08-29,2025-10-29,1,Confirmed,,Reservation,61
2025-08-29,2026-07-28,4,Confirmed,,Reservation,333
2025-08-30,2025-08-30,2,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,4,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,2,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,2,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,4,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,3,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,1,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,4,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,2,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,5,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,11,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,3,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,4,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,3,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,11,Confirmed,,Walk-in,0
2025-08-30,2025-08-30,3,Confirmed,,Walk-in,0
2025-08-30,2025-09-14,3,Cancel in reservation stage,2025-09-12,Reservation,15
2025-08-30,2025-12-29,4,Confirmed,,Reservation,121
2025-08-30,2025-12-11,3,Confirmed,,Reservation,103
2025-08-30,2026-02-22,6,Confirmed,,Reservation,176
2025-08-30,2026-05-10,2,Confirmed,,Reservation,253
2025-08-30,2025-12-31,4,Confirmed,,Reservation,123
2025-08-30,2025-09-22,1,Confirmed,,Reservation,23
2025-08-30,2025-10-28,2,Cancel in reservation stage,2025-10-05,Reservation,59
2025-08-30,2025-10-12,6,Confirmed,,Reservation,43
2025-08-30,2026-01-05,1,Confirmed,,Reservation,128
2025-08-30,2026-07-12,2,Confirmed,,Reservation,316
2025-08-30,2025-09-06,16,Confirmed,,Reservation,7
2025-08-30,2025-09-22,4,Confirmed,,Reservation,23
2025-08-30,2025-09-28,3,Confirmed,,Reservation,29
2025-08-30,2025-09-06,4,Confirmed,,Reservation,7
2025-08-30,2026-01-13,2,Confirmed,,Reservation,136
2025-08-30,2025-10-09,1,Cancel in reservation stage,2025-09-03,Reservation,40
2025-08-30,2025-10-15,1,Confirmed,,Reservation,46
2025-08-30,2025-09-01,6,Confirmed,,Reservation,2
2025-08-30,2025-09-16,1,Confirmed,,Reservation,17
2025-08-30,2025-09-23,5,Confirmed,,Reservation,24
2025-08-30,2025-11-13,7,Cancel in reservation stage,2025-08-31,Reservation,75
2025-08-30,2025-09-06,1,Confirmed,,Reservation,7
2025-08-30,2025-09-07,2,Confirmed,,Reservation,8
2025-08-30,2026-01-07,1,Cancel in reservation stage,2025-09-02,Reservation,130
2025-08-30,2026-08-19,1,Confirmed,,Reservation,354
2025-08-30,2026-01-09,1,Cancel in check-in stage,2026-01-09,Reservation,132
2025-08-30,2026-01-08,3,Confirmed,,Reservation,131
2025-08-30,2025-09-08,1,Confirmed,,Reservation,9
2025-08-30,2026-05-27,2,Confirmed,,Reservation,270
2025-08-31,2025-08-31,7,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,7,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,2,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,2,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,4,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,2,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,2,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,1,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,1,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,2,Confirmed,,Walk-in,0
2025-08-31,2025-08-31,3,Confirmed,,Walk-in,0
2025-08-31,2025-10-08,1,Confirmed,,Reservation,38
2025-08-31,2025-12-06,1,Confirmed,,Reservation,97
2025-08-31,2025-09-01,6,Confirmed,,Reservation,1
2025-08-31,2026-06-10,3,Confirmed,,Reservation,283
2025-08-31,2025-09-02,1,Confirmed,,Reservation,2
2025-08-31,2025-12-09,1,Confirmed,,Reservation,100
2025-08-31,2025-11-07,1,Confirmed,,Reservation,68
2025-08-31,2025-10-24,3,Confirmed,,Reservation,54
2025-08-31,2025-10-08,1,Cancel in check-in stage,2025-10-08,Reservation,38
2025-08-31,2025-09-22,11,Confirmed,,Reservation,22
2025-08-31,2025-09-14,1,Confirmed,,Reservation,14
2025-08-31,2025-09-02,1,Confirmed,,Reservation,2
2025-08-31,2025-10-06,6,Confirmed,,Reservation,36
2025-08-31,2025-12-28,12,Confirmed,,Reservation,119
2025-08-31,2026-01-27,3,Confirmed,,Reservation,149
2025-08-31,2025-09-15,6,Cancel in check-in stage,2025-09-15,Reservation,15
2025-08-31,2026-04-11,4,Confirmed,,Reservation,223
2025-08-31,2026-02-02,1,Confirmed,,Reservation,155
2025-08-31,2025-10-11,14,Confirmed,,Reservation,41
2025-08-31,2025-11-25,7,Confirmed,,Reservation,86
2025-08-31,2025-09-23,2,Confirmed,,Reservation,23
2025-08-31,2026-05-06,1,Confirmed,,Reservation,248
2025-08-31,2026-01-24,1,Confirmed,,Reservation,146
2025-08-31,2025-09-18,3,Confirmed,,Reservation,18
2025-08-31,2025-10-30,5,Confirmed,,Reservation,60
2025-08-31,2025-10-11,1,Cancel in reservation stage,2025-09-02,Reservation,41
2025-08-31,2025-10-18,5,Cancel in reservation stage,2025-10-03,Reservation,48
2025-08-31,2026-02-02,1,Confirmed,,Reservation,155
2025-08-31,2025-10-28,1,Confirmed,,Reservation,58
2025-08-31,2026-03-20,6,Cancel in check-in stage,2026-03-20,Reservation,201
2025-08-31,2025-11-17,5,Confirmed,,Reservation,78
2025-08-31,2025-09-11,4,Confirmed,,Reservation,11
2025-08-31,2025-09-16,1,Confirmed,,Reservation,16
2025-08-31,2025-11-23,2,Confirmed,,Reservation,84
2025-08-31,2026-01-04,1,Cancel in reservation stage,2025-12-08,Reservation,126
2025-08-31,2025-09-28,13,Confirmed,,Reservation,28
2025-08-31,2025-09-23,2,Cancel in reservation stage,2025-09-17,Reservation,23
2025-08-31,2025-09-07,2,Confirmed,,Reservation,7
2025-09-01,2025-09-01,1,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,4,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,5,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,6,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,11,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,1,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,3,Confirmed,,Walk-in,0
2025-09-01,2025-09-01,1,Confirmed,,Walk-in,0
2025-09-01,2025-10-11,1,Cancel in check-in stage,2025-10-11,Reservation,40
2025-09-01,2025-10-03,13,Confirmed,,Reservation,32
2025-09-01,2025-09-17,2,Confirmed,,Reservation,16
2025-09-01,2025-10-07,3,Confirmed,,Reservation,36
2025-09-01,2025-09-03,1,Confirmed,,Reservation,2
2025-09-01,2026-06-09,6,Confirmed,,Reservation,281
2025-09-01,2025-11-21,2,Confirmed,,Reservation,81
2025-09-01,2025-11-27,1,Confirmed,,Reservation,87
2025-09-01,2025-10-04,2,Confirmed,,Reservation,33
2025-09-01,2025-10-08,1,Confirmed,,Reservation,37
2025-09-01,2025-09-17,2,Confirmed,,Reservation,16
2025-09-01,2026-01-25,2,Confirmed,,Reservation,146
2025-09-01,2026-03-11,5,Confirmed,,Reservation,191
2025-09-01,2025-10-25,3,Confirmed,,Reservation,54
2025-09-01,2025-11-14,13,Confirmed,,Reservation,74
2025-09-01,2025-10-20,3,Confirmed,,Reservation,49
2025-09-01,2025-09-29,1,Cancel in reservation stage,2025-09-26,Reservation,28
2025-09-01,2026-03-30,5,Confirmed,,Reservation,210
2025-09-01,2025-12-11,6,Confirmed,,Reservation,101
2025-09-01,2025-09-02,3,Confirmed,,Reservation,1
2025-09-01,2025-12-24,2,Cancel in reservation stage,2025-09-02,Reservation,114
2025-09-01,2025-09-17,1,Cancel in reservation stage,2025-09-10,Reservation,16
2025-09-01,2025-09-05,2,Cancel in reservation stage,2025-09-01,Reservation,4
2025-09-01,2025-09-03,1,Confirmed,,Reservation,2
2025-09-01,2026-07-13,1,Confirmed,,Reservation,315
2025-09-01,2026-01-02,7,Confirmed,,Reservation,123
2025-09-01,2026-08-07,1,Confirmed,,Reservation,340
2025-09-01,2025-10-06,14,Confirmed,,Reservation,35
2025-09-01,2026-05-30,8,Cancel in reservation stage,2025-09-02,Reservation,271
2025-09-01,2025-12-12,1,Confirmed,,Reservation,102
2025-09-01,2025-09-15,2,Cancel in reservation stage,2025-09-05,Reservation,14
2025-09-01,2026-07-16,3,Cancel in reservation stage,2025-09-03,Reservation,318
2025-09-01,2026-04-11,9,Confirmed,,Reservation,222
2025-09-01,2026-01-06,1,Confirmed,,Reservation,127
2025-09-01,2025-11-15,2,Confirmed,,Reservation,75
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,17,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,16,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,5,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,10,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,6,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,11,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,8,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,5,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,10,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,5,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,5,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,6,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,5,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,6,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,7,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,2,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,11,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,6,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,1,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,3,Confirmed,,Walk-in,0
2025-09-02,2025-09-02,4,Confirmed,,Walk-in,0
2025-09-02,2025-10-21,7,Confirmed,,Reservation,49
2025-09-02,2025-10-19,3,Cancel in reservation stage,2025-09-15,Reservation,47
2025-09-02,2025-09-25,3,Confirmed,,Reservation,23
2025-09-02,2025-11-22,1,Confirmed,,Reservation,81
2025-09-02,2026-01-02,1,Cancel in reservation stage,2025-09-25,Reservation,122
2025-09-02,2025-09-06,1,Confirmed,,Reservation,4
2025-09-02,2025-09-07,7,Confirmed,,Reservation,5
2025-09-02,2025-09-04,1,Confirmed,,Reservation,2
2025-09-02,2025-11-25,4,Confirmed,,Reservation,84
2025-09-02,2026-03-12,2,Confirmed,,Reservation,191
2025-09-02,2025-10-14,2,Confirmed,,Reservation,42
2025-09-02,2026-02-09,1,Confirmed,,Reservation,160
2025-09-02,2025-11-23,2,Confirmed,,Reservation,82
2025-09-02,2025-10-01,1,Confirmed,,Reservation,29
2025-09-02,2025-09-22,9,Confirmed,,Reservation,20
2025-09-02,2025-09-20,5,Cancel in reservation stage,2025-09-03,Reservation,18
2025-09-02,2025-10-11,1,Confirmed,,Reservation,39
2025-09-02,2025-12-23,2,Cancel in check-in stage,2025-12-23,Reservation,112
2025-09-02,2025-09-15,7,Confirmed,,Reservation,13
2025-09-02,2025-09-21,1,Confirmed,,Reservation,19
2025-09-02,2025-12-05,10,Confirmed,,Reservation,94
2025-09-02,2025-09-14,3,Confirmed,,Reservation,12
2025-09-02,2025-11-13,11,Confirmed,,Reservation,72
2025-09-02,2025-09-17,4,Cancel in check-in stage,2025-09-17,Reservation,15
2025-09-02,2025-10-08,3,Confirmed,,Reservation,36
2025-09-02,2025-10-24,2,Confirmed,,Reservation,52
2025-09-02,2025-09-09,6,Confirmed,,Reservation,7
2025-09-02,2025-10-11,5,Confirmed,,Reservation,39
2025-09-02,2025-09-19,1,Cancel in reservation stage,2025-09-07,Reservation,17
2025-09-02,2026-03-23,10,Confirmed,,Reservation,202
2025-09-02,2025-09-18,1,Confirmed,,Reservation,16
2025-09-02,2025-10-24,3,Confirmed,,Reservation,52
2025-09-02,2026-07-20,1,Confirmed,,Reservation,321
2025-09-02,2025-10-06,6,Confirmed,,Reservation,34
2025-09-02,2026-09-01,2,Cancel in check-in stage,2026-09-01,Reservation,364
2025-09-02,2026-04-15,4,Confirmed,,Reservation,225
2025-09-03,2025-09-03,1,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,4,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,6,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,4,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,2,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,2,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,1,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,10,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,1,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,1,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,12,Confirmed,,Walk-in,0
2025-09-03,2025-09-03,7,Confirmed,,Walk-in,0
2025-09-03,2025-11-14,4,Cancel in reservation stage,2025-11-05,Reservation,72
2025-09-03,2025-11-19,3,Confirmed,,Reservation,77
2025-09-03,2025-09-08,1,Cancel in reservation stage,2025-09-04,Reservation,5
2025-09-03,2025-09-04,4,Confirmed,,Reservation,1
2025-09-03,2025-09-14,6,Confirmed,,Reservation,11
2025-09-03,2025-09-05,7,Confirmed,,Reservation,2
2025-09-03,2026-01-03,3,Confirmed,,Reservation,122
2025-09-03,2025-12-04,1,Confirmed,,Reservation,92
2025-09-03,2026-01-27,3,Confirmed,,Reservation,146
2025-09-03,2025-09-21,4,Confirmed,,Reservation,18
2025-09-03,2025-09-04,4,Confirmed,,Reservation,1
2025-09-03,2025-09-11,6,Confirmed,,Reservation,8
2025-09-03,2025-11-20,1,Confirmed,,Reservation,78
2025-09-03,2025-11-23,1,Confirmed,,Reservation,81
2025-09-03,2025-10-05,1,Confirmed,,Reservation,32
2025-09-03,2025-09-25,1,Confirmed,,Reservation,22
2025-09-03,2025-09-05,4,Confirmed,,Reservation,2
2025-09-03,2025-10-10,3,Cancel in reservation stage,2025-09-18,Reservation,37
2025-09-03,2026-08-03,2,Confirmed,,Reservation,334
2025-09-03,2025-10-10,7,Confirmed,,Reservation,37
2025-09-03,2025-09-22,4,Confirmed,,Reservation,19
2025-09-03,2026-04-24,3,Confirmed,,Reservation,233
2025-09-03,2025-11-24,3,Confirmed,,Reservation,82
2025-09-03,2025-10-19,2,Confirmed,,Reservation,46
2025-09-03,2025-10-18,6,Cancel in reservation stage,2025-10-04,Reservation,45
2025-09-03,2025-12-26,5,Cancel in check-in stage,2025-12-26,Reservation,114
2025-09-03,2025-10-01,5,Confirmed,,Reservation,28
2025-09-03,2025-10-03,1,Confirmed,,Reservation,30
2025-09-03,2026-01-19,1,Confirmed,,Reservation,138
2025-09-03,2025-10-16,2,Confirmed,,Reservation,43
2025-09-03,2025-09-30,5,Confirmed,,Reservation,27
2025-09-03,2025-12-15,5,Confirmed,,Reservation,103
2025-09-03,2025-10-12,1,Confirmed,,Reservation,39
2025-09-03,2025-10-12,2,Cancel in reservation stage,2025-10-07,Reservation,39
2025-09-03,2025-09-15,1,Confirmed,,Reservation,12
2025-09-03,2026-02-09,3,Confirmed,,Reservation,159
2025-09-04,2025-09-04,3,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,7,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,2,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,5,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,2,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,7,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,3,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,6,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,13,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,6,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,4,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,5,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,8,Confirmed,,Walk-in,0
2025-09-04,2025-09-04,1,Confirmed,,Walk-in,0
2025-09-04,2026-05-25,2,Cancel in reservation stage,2025-09-14,Reservation,263
2025-09-04,2025-11-23,4,Confirmed,,Reservation,80
2025-09-04,2025-09-10,1,Confirmed,,Reservation,6
2025-09-04,2025-09-18,1,Confirmed,,Reservation,14
2025-09-04,2026-07-12,4,Confirmed,,Reservation,311
2025-09-04,2025-09-21,3,Confirmed,,Reservation,17
2025-09-04,2025-10-08,3,Cancel in reservation stage,2025-09-14,Reservation,34
2025-09-04,2026-08-28,1,Confirmed,,Reservation,358
2025-09-04,2025-10-22,1,Confirmed,,Reservation,48
2025-09-04,2025-11-07,6,Cancel in reservation stage,2025-10-06,Reservation,64
2025-09-04,2025-09-22,3,Cancel in check-in stage,2025-09-22,Reservation,18
2025-09-04,2026-06-14,1,Confirmed,,Reservation,283
2025-09-04,2025-09-15,1,Cancel in check-in stage,2025-09-15,Reservation,11
2025-09-04,2025-09-23,10,Cancel in reservation stage,2025-09-11,Reservation,19
2025-09-04,2025-10-30,7,Confirmed,,Reservation,56
2025-09-04,2025-09-05,1,Confirmed,,Reservation,1
2025-09-04,2025-11-14,2,Confirmed,,Reservation,71
2025-09-04,2025-10-31,12,Confirmed,,Reservation,57
2025-09-04,2025-10-01,4,Confirmed,,Reservation,27
2025-09-04,2026-03-09,3,Confirmed,,Reservation,186
2025-09-04,2025-09-09,1,Confirmed,,Reservation,5
2025-09-04,2025-10-01,1,Confirmed,,Reservation,27
2025-09-04,2025-10-09,6,Confirmed,,Reservation,35
2025-09-04,2025-12-01,2,Cancel in check-in stage,2025-12-01,Reservation,88
2025-09-05,2025-09-05,1,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,3,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,9,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,1,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,3,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,9,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,7,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,2,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,1,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,1,Confirmed,,Walk-in,0
2025-09-05,2025-09-05,9,Confirmed,,Walk-in,0
