Type,Reservation Day,Check-in Day,Occupancy_duration,Decision
True,43,41,2,1
True,43,39,4,1
True,43,41,2,1
True,43,41,2,1
True,43,39,4,1
True,43,41,2,1
True,43,33,10,1
True,50,48,2,1
True,43,42,1,1
True,43,39,4,1
True,43,42,1,1
True,43,41,2,1
True,43,38,5,1
True,43,40,3,1
True,43,42,1,1
True,43,41,2,1
True,43,41,2,1
True,43,42,1,1
True,43,42,1,1
True,43,41,2,1
True,43,41,2,1
True,43,42,1,1
True,43,41,2,1
True,44,43,1,1
True,43,42,1,1
True,43,41,2,1
True,43,41,2,1
True,43,41,2,1
True,43,41,2,1
True,43,41,2,1
True,43,42,1,1
True,43,41,2,1
True,43,42,1,1
True,43,42,1,1
True,43,42,1,1
True,43,42,1,1
True,43,43,0,1
True,44,41,3,1
True,44,41,3,1
True,44,42,2,1
True,44,39,5,1
True,44,43,1,1
True,44,37,7,1
True,44,37,7,1
True,44,43,1,1
True,44,40,4,1
True,44,41,3,1
True,44,44,0,1
True,45,36,9,1
True,45,44,1,1
True,45,43,2,1
True,45,43,2,1
True,45,42,3,1
True,45,44,1,1
True,45,44,1,1
True,45,39,6,1
True,45,44,1,1
True,45,45,0,1
True,45,45,0,1
True,45,43,2,1
True,46,35,11,1
True,46,35,11,1
True,46,45,1,1
True,46,45,1,1
True,66,65,1,1
True,46,44,2,1
True,46,44,2,1
True,46,41,5,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,46,45,1,1
True,47,40,7,1
True,47,44,3,1
True,47,44,3,1
True,82,79,3,1
True,124,122,2,1
True,47,45,2,1
True,47,46,1,1
True,47,40,7,1
True,47,40,7,1
True,47,43,4,1
True,47,40,7,1
True,47,45,2,1
True,47,46,1,1
True,47,40,7,1
True,47,43,4,1
True,47,46,1,1
True,47,44,3,1
True,47,46,1,1
True,48,47,1,1
True,48,47,1,1
True,48,46,2,1
True,48,40,8,1
True,48,44,4,1
True,55,51,4,1
True,63,58,5,1
True,48,44,4,1
True,48,45,3,1
True,48,44,4,1
True,48,45,3,1
True,48,45,3,1
True,48,47,1,1
True,48,44,4,1
True,48,44,4,1
True,48,47,1,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,47,1,1
True,48,44,4,1
True,48,47,1,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,45,3,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,48,44,4,1
True,49,46,3,1
True,49,47,2,1
True,49,42,7,1
True,49,35,14,1
True,49,47,2,1
True,49,44,5,1
True,49,45,4,1
True,49,48,1,1
True,49,14,35,1
True,49,48,1,1
True,49,48,1,1
True,49,44,5,1
True,51,49,2,1
True,50,44,6,1
True,77,70,7,1
True,78,77,1,1
True,85,78,7,1
True,50,43,7,1
True,50,47,3,1
True,50,49,1,1
True,50,49,1,1
True,50,49,1,1
True,50,48,2,1
True,50,48,2,1
True,50,45,5,1
True,50,49,1,1
True,50,49,1,1
True,50,49,1,1
True,50,48,2,1
True,50,47,3,1
True,50,48,2,1
True,68,67,1,1
True,50,47,3,1
True,50,49,1,1
True,50,49,1,1
True,50,49,1,1
True,50,48,2,1
True,50,48,2,1
True,50,49,1,1
True,50,48,2,1
True,51,48,3,1
True,51,48,3,1
True,51,37,14,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,47,4,1
True,51,49,2,1
True,51,49,2,1
True,51,46,5,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,47,4,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,50,1,1
True,51,50,1,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,50,1,1
True,51,48,3,1
True,51,50,1,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,48,3,1
True,51,49,2,1
True,51,48,3,1
True,52,48,4,1
True,52,47,5,1
True,52,47,5,1
True,52,47,5,1
True,52,48,4,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,158,157,1,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,51,1,1
True,52,45,7,1
True,52,51,1,1
True,52,47,5,1
True,52,48,4,1
True,52,50,2,1
True,52,49,3,1
True,52,51,1,1
True,83,79,4,1
True,87,86,1,1
True,111,107,4,1
True,116,115,1,1
True,53,48,5,1
True,53,52,1,1
True,53,52,1,1
True,53,52,1,1
True,53,52,1,1
True,53,49,4,1
True,53,49,4,1
True,53,48,5,1
True,53,48,5,1
True,53,51,2,1
True,103,102,1,1
True,53,52,1,1
True,54,47,7,1
True,54,52,2,1
True,54,47,7,1
True,54,47,7,1
True,54,52,2,1
True,54,53,1,1
True,54,53,1,1
True,54,53,1,1
True,54,52,2,1
True,54,51,3,1
True,54,52,2,1
True,54,49,5,1
True,54,51,3,1
True,54,51,3,1
True,54,51,3,1
True,55,51,4,1
True,55,50,5,1
True,55,50,5,1
True,55,50,5,1
True,55,50,5,1
True,55,50,5,1
True,55,49,6,1
True,55,51,4,1
True,55,53,2,1
True,124,123,1,1
True,55,54,1,1
True,55,41,14,1
True,55,53,2,1
True,55,52,3,1
True,55,49,6,1
True,55,52,3,1
True,55,52,3,1
True,244,243,1,1
True,55,51,4,1
True,55,50,5,1
True,55,48,7,1
True,56,52,4,1
True,56,52,4,1
True,56,51,5,1
True,56,49,7,1
True,56,49,7,1
True,56,49,7,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,55,1,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,56,49,7,1
True,56,54,2,1
True,56,52,4,1
True,56,54,2,1
True,56,54,2,1
True,56,54,2,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,50,7,1
True,57,53,4,1
True,57,53,4,1
True,57,55,2,1
True,57,55,2,1
True,57,53,4,1
True,57,55,2,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,53,4,1
True,57,52,5,1
True,57,53,4,1
True,57,55,2,1
True,57,53,4,1
True,57,53,4,1
True,57,55,2,1
True,57,53,4,1
True,57,47,10,1
True,58,51,7,1
True,58,37,21,1
True,58,51,7,1
True,58,57,1,1
True,58,56,2,1
True,58,55,3,1
True,58,56,2,1
True,58,56,2,1
True,58,57,1,1
True,58,56,2,1
True,58,57,1,1
True,58,57,1,1
True,58,56,2,1
True,58,57,1,1
True,58,56,2,1
True,58,52,6,1
True,58,56,2,1
True,58,57,1,1
True,58,57,1,1
True,58,57,1,1
True,59,56,3,1
True,59,56,3,1
True,59,56,3,1
True,59,56,3,1
True,59,52,7,1
True,59,55,4,1
True,59,55,4,1
True,59,55,4,1
True,59,58,1,1
True,59,56,3,1
True,59,56,3,1
True,59,57,2,1
True,59,56,3,1
True,59,56,3,1
True,59,56,3,1
True,59,52,7,1
True,59,58,1,1
True,59,52,7,1
True,89,88,1,1
True,59,56,3,1
True,59,55,4,1
True,59,56,3,1
True,59,54,5,1
True,59,57,2,1
True,59,58,1,1
True,59,58,1,1
True,59,56,3,1
True,59,56,3,1
True,59,56,3,1
True,59,56,3,1
True,59,57,2,1
True,59,56,3,1
True,59,57,2,1
True,59,56,3,1
True,59,58,1,1
True,59,56,3,1
True,59,57,2,1
True,59,56,3,1
True,60,53,7,1
True,60,57,3,1
True,60,59,1,1
True,60,59,1,1
True,60,58,2,1
True,60,58,2,1
True,60,59,1,1
True,60,57,3,1
True,60,59,1,1
True,60,59,1,1
True,178,177,1,1
True,179,178,1,1
True,60,56,4,1
True,60,56,4,1
True,60,58,2,1
True,60,59,1,1
True,60,59,1,1
True,60,57,3,1
True,61,60,1,1
True,61,54,7,1
True,61,54,7,1
True,61,59,2,1
True,61,57,4,1
True,61,57,4,1
True,61,57,4,1
True,61,60,1,1
True,61,54,7,1
True,61,60,1,1
True,61,54,7,1
True,117,110,7,1
True,61,60,1,1
True,61,59,2,1
True,61,60,1,1
True,61,59,2,1
True,61,59,2,1
True,61,54,7,1
True,61,59,2,1
True,61,56,5,1
True,66,61,5,1
True,61,59,2,1
True,61,59,2,1
True,61,60,1,1
True,125,123,2,1
True,62,61,1,1
True,90,89,1,1
True,174,173,1,1
True,62,61,1,1
True,63,58,5,1
True,63,56,7,1
True,64,64,0,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,60,4,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,63,1,1
True,64,60,4,1
True,64,61,3,1
True,64,59,5,1
True,64,62,2,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,64,63,1,1
True,71,68,3,1
True,64,61,3,1
True,64,61,3,1
True,64,61,3,1
True,171,169,2,1
True,64,61,3,1
True,64,61,3,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,60,5,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,60,5,1
True,65,59,6,1
True,65,61,4,1
True,65,61,4,1
True,65,60,5,1
True,65,64,1,1
True,65,61,4,1
True,65,60,5,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,60,5,1
True,65,61,4,1
True,65,61,4,1
True,65,44,21,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,65,64,1,1
True,65,61,4,1
True,65,61,4,1
True,65,61,4,1
True,66,10,56,1
True,66,65,1,1
True,66,64,2,1
True,66,65,1,1
True,66,65,1,1
True,102,101,1,1
True,66,65,1,1
True,66,66,0,1
True,66,61,5,1
True,66,61,5,1
True,66,65,1,1
True,80,79,1,1
True,94,93,1,1
True,66,65,1,1
True,66,63,3,1
True,66,65,1,1
True,67,66,1,1
True,67,66,1,1
True,67,60,7,1
True,67,66,1,1
True,67,66,1,1
True,67,66,1,1
True,67,56,11,1
True,67,66,1,1
True,67,64,3,1
True,67,66,1,1
True,68,68,0,1
True,68,66,2,1
True,68,66,2,1
True,68,67,1,1
True,68,67,1,1
True,68,67,1,1
True,68,67,1,1
True,69,68,1,1
True,68,65,3,1
True,68,54,14,1
True,68,64,4,1
True,68,67,1,1
True,68,67,1,1
True,68,57,11,1
True,68,54,14,1
True,68,66,2,1
True,69,66,3,1
True,69,68,1,1
True,69,68,1,1
True,69,65,4,1
True,69,68,1,1
True,69,68,1,1
True,70,65,5,1
True,70,65,5,1
True,70,68,2,1
True,70,69,1,1
True,70,69,1,1
True,70,63,7,1
True,70,68,2,1
True,70,68,2,1
True,70,67,3,1
True,70,69,1,1
True,70,65,5,1
True,70,66,4,1
True,70,69,1,1
True,70,69,1,1
True,70,68,2,1
True,70,66,4,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,64,7,1
True,71,66,5,1
True,71,68,3,1
True,71,68,3,1
True,71,69,2,1
True,71,68,3,1
True,71,70,1,1
True,71,68,3,1
True,71,70,1,1
True,71,69,2,1
True,71,69,2,1
True,71,70,1,1
True,71,69,2,1
True,71,68,3,1
True,71,70,1,1
True,72,65,7,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,69,3,1
True,72,65,7,1
True,72,65,7,1
True,72,71,1,1
True,72,66,6,1
True,72,69,3,1
True,72,70,2,1
True,72,70,2,1
True,72,70,2,1
True,72,70,2,1
True,73,72,1,1
True,73,72,1,1
True,73,71,2,1
True,73,72,1,1
True,73,72,1,1
True,73,70,3,1
True,74,72,2,1
True,74,64,10,1
True,74,71,3,1
True,74,71,3,1
True,74,64,10,1
True,74,64,10,1
True,74,73,1,1
True,74,60,14,1
True,74,60,14,1
True,74,72,2,1
True,76,74,2,1
True,74,73,1,1
True,74,73,1,1
True,74,73,1,1
True,74,71,3,1
True,74,71,3,1
True,74,71,3,1
True,75,72,3,1
True,75,68,7,1
True,75,73,2,1
True,75,72,3,1
True,95,93,2,1
True,75,74,1,1
True,75,72,3,1
True,75,68,7,1
True,75,73,2,1
True,75,72,3,1
True,75,72,3,1
True,75,72,3,1
True,75,73,2,1
True,76,74,2,1
True,76,75,1,1
True,76,75,1,1
True,76,66,10,1
True,76,75,1,1
True,76,75,1,1
True,77,74,3,1
True,77,74,3,1
True,77,74,3,1
True,77,74,3,1
True,77,73,4,1
True,77,73,4,1
True,77,76,1,1
True,77,74,3,1
True,77,70,7,1
True,77,74,3,1
True,77,74,3,1
True,77,74,3,1
True,77,72,5,1
True,77,74,3,1
True,79,77,2,1
True,77,74,3,1
True,77,74,3,1
True,77,74,3,1
True,79,77,2,1
True,77,74,3,1
True,79,77,2,1
True,77,74,3,1
True,79,77,2,1
True,77,70,7,1
True,77,70,7,1
True,77,70,7,1
True,77,56,21,1
True,77,70,7,1
True,77,70,7,1
True,77,70,7,1
True,77,70,7,1
True,77,70,7,1
True,77,56,21,1
True,77,76,1,1
True,77,56,21,1
True,77,70,7,1
True,77,70,7,1
True,77,74,3,1
True,78,77,1,1
True,78,75,3,1
True,78,76,2,1
True,78,77,1,1
True,78,76,2,1
True,78,76,2,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,78,77,1,1
True,79,76,3,1
True,79,75,4,1
True,79,78,1,1
True,79,78,1,1
True,79,75,4,1
True,79,75,4,1
True,79,77,2,1
True,80,79,1,1
True,79,79,0,1
True,79,75,4,1
True,80,79,1,1
True,130,129,1,1
True,80,79,1,1
True,80,79,1,1
True,80,79,1,1
True,109,108,1,1
True,80,78,2,1
True,80,78,2,1
True,80,77,3,1
True,80,77,3,1
True,80,74,6,1
True,80,74,6,1
True,80,77,3,1
True,81,80,1,1
True,81,80,1,1
True,81,80,1,1
True,81,80,1,1
True,81,80,1,1
True,82,79,3,1
True,82,78,4,1
True,82,78,4,1
True,82,78,4,1
True,82,71,11,1
True,82,78,4,1
True,82,81,1,1
True,82,71,11,1
True,82,81,1,1
True,82,81,1,1
True,82,75,7,1
True,82,75,7,1
True,82,75,7,1
True,82,81,1,1
True,82,68,14,1
True,82,71,11,1
True,82,78,4,1
True,91,85,6,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,81,1,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,71,11,1
True,82,79,3,1
True,83,78,5,1
True,105,97,8,1
True,83,82,1,1
True,89,88,1,1
True,83,82,1,1
True,83,82,1,1
True,83,82,1,1
True,83,82,1,1
True,83,75,8,1
True,83,82,1,1
True,84,83,1,1
True,84,77,7,1
True,84,77,7,1
True,84,79,5,1
True,84,79,5,1
True,84,79,5,1
True,84,79,5,1
True,84,79,5,1
True,84,79,5,1
True,85,77,8,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,84,1,1
True,85,78,7,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,60,25,1
True,85,78,7,1
True,85,60,25,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,78,7,1
True,85,83,2,1
True,85,83,2,1
True,85,84,1,1
True,85,84,1,1
True,85,78,7,1
True,86,82,4,1
True,86,82,4,1
True,86,79,7,1
True,86,81,5,1
True,86,84,2,1
True,87,83,4,1
True,87,80,7,1
True,87,80,7,1
True,87,80,7,1
True,87,80,7,1
True,87,80,7,1
True,87,80,7,1
True,87,78,9,1
True,88,85,3,1
True,88,87,1,1
True,88,87,1,1
True,88,87,1,1
True,88,85,3,1
True,88,85,3,1
True,88,87,1,1
True,88,84,4,1
True,88,84,4,1
True,88,74,14,1
True,88,84,4,1
True,88,74,14,1
True,88,85,3,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,88,84,4,1
True,89,82,7,1
True,89,82,7,1
True,89,88,1,1
True,89,88,1,1
True,89,75,14,1
True,89,88,1,1
True,89,88,1,1
True,89,86,3,1
True,89,87,2,1
True,118,116,2,1
True,89,75,14,1
True,89,88,1,1
True,89,75,14,1
True,89,82,7,1
True,89,75,14,1
True,89,82,7,1
True,89,82,7,1
True,89,84,5,1
True,89,82,7,1
True,89,86,3,1
True,89,75,14,1
True,89,82,7,1
True,89,82,7,1
True,89,82,7,1
True,89,82,7,1
True,90,87,3,1
True,90,89,1,1
True,90,89,1,1
True,118,117,1,1
True,90,89,1,1
True,90,83,7,1
True,90,89,1,1
True,90,89,1,1
True,90,83,7,1
True,90,83,7,1
True,90,83,7,1
True,90,83,7,1
True,90,89,1,1
True,90,88,2,1
True,90,88,2,1
True,90,85,5,1
True,90,88,2,1
True,98,97,1,1
True,90,88,2,1
True,91,84,7,1
True,91,75,16,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,90,1,1
True,91,89,2,1
True,91,90,1,1
True,91,84,7,1
True,91,86,5,1
True,91,89,2,1
True,91,89,2,1
True,91,86,5,1
True,91,88,3,1
True,91,86,5,1
True,92,88,4,1
True,92,89,3,1
True,92,90,2,1
True,92,88,4,1
True,92,85,7,1
True,92,90,2,1
True,92,90,2,1
True,208,207,1,1
True,92,91,1,1
True,92,90,2,1
True,92,91,1,1
True,92,90,2,1
True,92,88,4,1
True,92,90,2,1
True,92,90,2,1
True,92,88,4,1
True,92,90,2,1
True,92,90,2,1
True,92,90,2,1
True,92,91,1,1
True,92,90,2,1
True,92,91,1,1
True,92,90,2,1
True,93,86,7,1
True,93,86,7,1
True,93,86,7,1
True,93,88,5,1
True,93,88,5,1
True,93,86,7,1
True,93,86,7,1
True,93,93,0,1
True,93,89,4,1
True,93,92,1,1
True,93,90,3,1
True,93,79,14,1
True,93,90,3,1
True,93,91,2,1
True,93,89,4,1
True,93,91,2,1
True,93,90,3,1
True,93,92,1,1
True,93,90,3,1
True,93,89,4,1
True,94,87,7,1
True,94,87,7,1
True,94,87,7,1
True,94,90,4,1
True,94,90,4,1
True,94,90,4,1
True,94,93,1,1
True,94,93,1,1
True,94,93,1,1
True,94,87,7,1
True,94,87,7,1
True,94,90,4,1
True,94,87,7,1
True,94,92,2,1
True,94,87,7,1
True,94,90,4,1
True,94,91,3,1
True,94,87,7,1
True,94,90,4,1
True,95,88,7,1
True,95,88,7,1
True,95,93,2,1
True,95,94,1,1
True,95,94,1,1
True,95,93,2,1
True,95,94,1,1
True,95,94,1,1
True,95,87,8,1
True,95,87,8,1
True,95,92,3,1
True,95,92,3,1
True,98,95,3,1
True,95,92,3,1
True,95,93,2,1
True,95,87,8,1
True,95,94,1,1
True,96,92,4,1
True,96,89,7,1
True,96,91,5,1
True,96,94,2,1
True,96,93,3,1
True,96,93,3,1
True,96,92,4,1
True,96,92,4,1
True,96,91,5,1
True,96,92,4,1
True,96,95,1,1
True,97,93,4,1
True,104,100,4,1
True,97,92,5,1
True,97,90,7,1
True,97,96,1,1
True,97,96,1,1
True,97,94,3,1
True,97,93,4,1
True,97,91,6,1
True,97,96,1,1
True,97,89,8,1
True,97,89,8,1
True,97,91,6,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,89,8,1
True,97,91,6,1
True,98,91,7,1
True,98,96,2,1
True,98,95,3,1
True,98,94,4,1
True,98,94,4,1
True,98,97,1,1
True,98,95,3,1
True,98,91,7,1
True,98,97,1,1
True,98,97,1,1
True,98,96,2,1
True,98,97,1,1
True,99,98,1,1
True,98,89,9,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,94,5,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,97,2,1
True,99,92,7,1
True,99,95,4,1
True,99,98,1,1
True,99,97,2,1
True,99,95,4,1
True,99,98,1,1
True,99,92,7,1
True,99,95,4,1
True,99,95,4,1
True,99,96,3,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,99,95,4,1
True,100,96,4,1
True,100,95,5,1
True,100,95,5,1
True,100,95,5,1
True,100,95,5,1
True,100,95,5,1
True,100,95,5,1
True,100,95,5,1
True,100,93,7,1
True,100,95,5,1
True,100,99,1,1
True,100,93,7,1
True,100,93,7,1
True,100,90,10,1
True,100,90,10,1
True,100,97,3,1
True,100,95,5,1
True,100,97,3,1
True,100,95,5,1
True,100,95,5,1
True,100,98,2,1
True,100,96,4,1
True,100,96,4,1
True,100,90,10,1
True,100,99,1,1
True,101,95,6,1
True,101,96,5,1
True,101,100,1,1
True,101,94,7,1
True,101,100,1,1
True,101,98,3,1
True,101,100,1,1
True,101,97,4,1
True,101,99,2,1
True,101,99,2,1
True,101,98,3,1
True,101,100,1,1
True,102,98,4,1
True,102,99,3,1
True,102,99,3,1
True,124,121,3,1
True,102,95,7,1
True,102,101,1,1
True,102,101,1,1
True,102,99,3,1
True,102,98,4,1
True,102,101,1,1
True,102,98,4,1
True,102,98,4,1
True,105,102,3,1
True,102,100,2,1
True,103,100,3,1
True,103,100,3,1
True,103,101,2,1
True,103,102,1,1
True,103,100,3,1
True,103,102,1,1
True,103,99,4,1
True,103,102,1,1
True,103,99,4,1
True,103,99,4,1
True,103,99,4,1
True,103,99,4,1
True,103,99,4,1
True,103,99,4,1
True,103,100,3,1
True,103,100,3,1
True,103,100,3,1
True,103,100,3,1
True,103,100,3,1
True,103,100,3,1
True,103,99,4,1
True,103,99,4,1
True,103,101,2,1
True,103,102,1,1
True,103,101,2,1
True,106,103,3,1
True,103,100,3,1
True,103,99,4,1
True,104,99,5,1
True,104,102,2,1
True,104,103,1,1
True,104,101,3,1
True,104,97,7,1
True,104,99,5,1
True,104,100,4,1
True,104,100,4,1
True,104,99,5,1
True,104,100,4,1
True,159,156,3,1
True,189,186,3,1
True,104,102,2,1
True,104,100,4,1
True,104,98,6,1
True,104,103,1,1
True,104,103,1,1
True,104,103,1,1
True,104,99,5,1
True,104,103,1,1
True,105,103,2,1
True,105,100,5,1
True,105,100,5,1
True,105,98,7,1
True,105,102,3,1
True,105,102,3,1
True,105,101,4,1
True,105,103,2,1
True,105,103,2,1
True,105,100,5,1
True,105,103,2,1
True,106,99,7,1
True,106,103,3,1
True,106,102,4,1
True,106,104,2,1
True,106,102,4,1
True,106,103,3,1
True,106,99,7,1
True,106,104,2,1
True,106,103,3,1
True,106,99,7,1
True,106,104,2,1
True,106,99,7,1
True,106,104,2,1
True,106,103,3,1
True,106,99,7,1
True,106,99,7,1
True,106,99,7,1
True,106,103,3,1
True,106,104,2,1
True,106,104,2,1
True,106,104,2,1
True,107,103,4,1
True,107,103,4,1
True,107,98,9,1
True,107,98,9,1
True,107,103,4,1
True,107,103,4,1
True,107,98,9,1
True,107,104,3,1
True,107,102,5,1
True,107,105,2,1
True,119,118,1,1
True,107,105,2,1
True,107,104,3,1
True,107,104,3,1
True,107,105,2,1
True,107,103,4,1
True,107,106,1,1
True,107,105,2,1
True,108,107,1,1
True,110,109,1,1
True,108,101,7,1
True,108,101,7,1
True,108,103,5,1
True,108,106,2,1
True,108,107,1,1
True,108,98,10,1
True,108,98,10,1
True,108,107,1,1
True,108,101,7,1
True,108,101,7,1
True,108,104,4,1
True,108,107,1,1
True,108,107,1,1
True,109,108,1,1
True,108,104,4,1
True,108,107,1,1
True,108,103,5,1
True,108,107,1,1
True,108,106,2,1
True,108,104,4,1
True,108,103,5,1
True,108,107,1,1
True,109,104,5,1
True,109,106,3,1
True,109,108,1,1
True,109,104,5,1
True,109,108,1,1
True,109,106,3,1
True,109,108,1,1
True,109,108,1,1
True,109,108,1,1
True,109,107,2,1
True,109,107,2,1
True,110,110,0,1
True,110,110,0,1
True,118,117,1,1
True,110,103,7,1
True,110,103,7,1
True,110,108,2,1
True,110,106,4,1
True,110,99,11,1
True,110,109,1,1
True,110,103,7,1
True,110,109,1,1
True,110,105,5,1
True,111,105,6,1
True,111,105,6,1
True,111,110,1,1
True,137,135,2,1
True,111,109,2,1
True,111,104,7,1
True,111,109,2,1
True,181,177,4,1
True,188,184,4,1
True,111,107,4,1
True,111,107,4,1
True,111,110,1,1
True,111,109,2,1
True,111,110,1,1
True,111,110,1,1
True,111,104,7,1
True,112,110,2,1
True,112,110,2,1
True,112,111,1,1
True,112,110,2,1
True,112,110,2,1
True,112,111,1,1
True,112,111,1,1
True,112,109,3,1
True,112,111,1,1
True,112,111,1,1
True,112,105,7,1
True,113,112,1,1
True,112,109,3,1
True,112,108,4,1
True,112,105,7,1
True,112,106,6,1
True,112,109,3,1
True,113,112,1,1
True,113,106,7,1
True,113,103,10,1
True,113,106,7,1
True,113,103,10,1
True,113,105,8,1
True,113,103,10,1
True,113,98,15,1
True,113,106,7,1
True,113,105,8,1
True,113,110,3,1
True,113,108,5,1
True,113,111,2,1
True,113,109,4,1
True,113,106,7,1
True,113,106,7,1
True,113,111,2,1
True,113,106,7,1
True,113,99,14,1
True,113,110,3,1
True,113,106,7,1
True,113,106,7,1
True,113,107,6,1
True,113,106,7,1
True,113,106,7,1
True,113,106,7,1
True,114,110,4,1
True,114,110,4,1
True,114,109,5,1
True,114,109,5,1
True,114,111,3,1
True,114,110,4,1
True,114,111,3,1
True,114,109,5,1
True,114,109,5,1
True,114,109,5,1
True,114,109,5,1
True,114,110,4,1
True,114,109,5,1
True,114,109,5,1
True,114,109,5,1
True,114,108,6,1
True,114,110,4,1
True,114,111,3,1
True,115,110,5,1
True,115,114,1,1
True,115,112,3,1
True,115,114,1,1
True,115,108,7,1
True,115,114,1,1
True,115,108,7,1
True,115,108,7,1
