Type,Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
True,2016-12-22,2017-06-14,4,1,,Reservation,174
True,2017-06-15,2017-06-16,2,1,,Reservation,1
True,2017-02-11,2017-06-15,3,1,,Reservation,124
True,2017-06-12,2017-06-17,1,1,,Reservation,5
True,2017-06-14,2017-06-15,3,1,,Reservation,1
True,2016-06-22,2017-06-05,14,1,,Reservation,348
True,2017-03-20,2017-06-16,3,1,,Reservation,88
True,2017-06-01,2017-06-14,5,1,,Reservation,13
True,2017-05-25,2017-06-17,2,1,,Reservation,23
True,2017-06-18,2017-06-18,1,1,,Walk-in,0
True,2017-06-18,2017-06-18,1,1,,Walk-in,0
True,2017-06-09,2017-06-16,3,1,,Reservation,7
True,2017-05-14,2017-06-16,3,1,,Reservation,33
True,2017-05-17,2017-06-14,5,1,,Reservation,28
True,2017-06-14,2017-06-16,3,1,,Reservation,2
True,2017-05-23,2017-06-17,2,1,,Reservation,25
True,2017-03-04,2017-06-13,6,1,,Reservation,101
True,2016-06-22,2017-06-05,14,1,,Reservation,348
True,2017-01-24,2017-06-18,1,1,,Reservation,145
True,2016-09-15,2017-06-10,10,1,,Reservation,268
True,2017-01-24,2017-06-13,7,1,,Reservation,140
True,2017-06-12,2017-06-19,1,1,,Reservation,7
True,2017-06-17,2017-06-18,2,1,,Reservation,1
True,2016-09-06,2017-06-17,3,1,,Reservation,284
True,2017-06-19,2017-06-19,1,1,,Walk-in,0
True,2017-05-27,2017-06-18,2,1,,Reservation,22
True,2017-01-04,2017-06-15,5,1,,Reservation,162
True,2017-01-29,2017-06-13,7,1,,Reservation,135
True,2016-11-28,2017-06-17,4,1,,Reservation,201
True,2017-05-27,2017-06-18,3,1,,Reservation,22
True,2017-06-08,2017-06-21,1,1,,Reservation,13
True,2017-04-30,2017-06-16,5,1,,Reservation,47
True,2016-11-01,2017-06-14,7,1,,Reservation,225
True,2017-05-17,2017-06-19,2,1,,Reservation,33
True,2017-01-20,2017-06-14,7,1,,Reservation,145
True,2017-01-29,2017-06-12,10,1,,Reservation,134
True,2017-02-09,2017-06-15,7,1,,Reservation,126
True,2017-01-27,2017-06-15,7,1,,Reservation,139
True,2016-11-14,2017-06-15,7,1,,Reservation,213
True,2017-01-03,2017-06-11,11,1,,Reservation,159
True,2017-01-21,2017-06-13,9,1,,Reservation,143
True,2017-01-07,2017-06-15,7,1,,Reservation,159
True,2017-05-11,2017-06-19,3,1,,Reservation,39
True,2017-05-17,2017-06-15,7,1,,Reservation,29
True,2017-02-02,2017-06-18,4,1,,Reservation,136
True,2016-12-12,2017-06-18,4,1,,Reservation,188
True,2017-01-24,2017-06-18,4,1,,Reservation,145
True,2016-12-15,2017-06-18,4,1,,Reservation,185
True,2017-03-06,2017-06-19,3,1,,Reservation,105
True,2017-06-03,2017-06-21,1,1,,Reservation,18
True,2017-01-24,2017-06-18,4,1,,Reservation,145
True,2017-01-18,2017-06-13,10,1,,Reservation,146
True,2017-01-03,2017-06-15,8,1,,Reservation,163
True,2017-01-10,2017-06-20,3,1,,Reservation,161
True,2017-06-22,2017-06-22,1,1,,Walk-in,0
True,2017-01-29,2017-06-21,2,1,,Reservation,143
True,2017-01-29,2017-06-21,2,1,,Reservation,143
True,2017-03-29,2017-06-18,5,1,,Reservation,81
True,2017-06-06,2017-06-19,4,1,,Reservation,13
True,2017-01-27,2017-06-15,8,1,,Reservation,139
True,2016-07-09,2017-06-13,10,1,,Reservation,339
True,2017-06-20,2017-06-21,2,1,,Reservation,1
True,2017-06-21,2017-06-21,2,1,,Walk-in,0
True,2017-06-20,2017-06-22,1,1,,Reservation,2
True,2016-09-15,2017-06-17,7,1,,Reservation,275
True,2016-09-26,2017-06-10,14,1,,Reservation,257
True,2017-05-03,2017-06-17,7,1,,Reservation,45
True,2017-02-04,2017-06-17,7,1,,Reservation,133
True,2017-06-23,2017-06-23,1,1,,Walk-in,0
True,2017-01-12,2017-06-17,7,1,,Reservation,156
True,2017-01-31,2017-06-17,7,1,,Reservation,137
True,2017-01-16,2017-06-19,5,1,,Reservation,154
True,2017-05-27,2017-06-22,2,1,,Reservation,26
True,2017-02-07,2017-06-20,4,1,,Reservation,133
True,2017-01-19,2017-06-17,7,1,,Reservation,149
True,2016-10-03,2017-06-17,7,1,,Reservation,257
True,2017-06-15,2017-06-19,5,1,,Reservation,4
True,2016-10-23,2017-06-19,5,1,,Reservation,239
True,2016-10-23,2017-06-19,5,1,,Reservation,239
True,2016-10-23,2017-06-19,5,1,,Reservation,239
True,2016-10-23,2017-06-19,5,1,,Reservation,239
True,2017-01-16,2017-06-19,5,1,,Reservation,154
True,2017-03-31,2017-06-17,7,1,,Reservation,78
True,2016-10-14,2017-06-18,7,1,,Reservation,247
True,2016-10-25,2017-06-18,7,1,,Reservation,236
True,2017-02-24,2017-06-20,5,1,,Reservation,116
True,2017-03-14,2017-06-19,6,1,,Reservation,97
True,2016-11-05,2017-06-18,7,1,,Reservation,225
True,2017-05-25,2017-06-17,8,1,,Reservation,23
True,2017-05-22,2017-06-18,7,1,,Reservation,27
True,2017-06-13,2017-06-22,3,1,,Reservation,9
True,2017-06-22,2017-06-24,1,1,,Reservation,2
True,2017-06-12,2017-06-24,1,1,,Reservation,12
True,2017-06-20,2017-06-24,1,1,,Reservation,4
True,2016-11-12,2017-06-24,7,1,,Reservation,224
True,2017-06-17,2017-06-23,2,1,,Reservation,6
True,2017-06-16,2017-06-23,2,1,,Reservation,7
True,2017-06-17,2017-06-23,2,1,,Reservation,6
True,2016-08-08,2017-06-22,4,1,,Reservation,318
True,2016-08-08,2017-06-22,4,1,,Reservation,318
True,2017-06-19,2017-06-25,1,1,,Reservation,6
True,2017-02-07,2017-06-23,3,1,,Reservation,136
True,2016-07-26,2017-06-19,7,1,,Reservation,328
True,2016-07-26,2017-06-19,7,1,,Reservation,328
True,2017-05-29,2017-06-21,5,1,,Reservation,23
True,2017-06-14,2017-06-23,3,1,,Reservation,9
True,2016-10-18,2017-06-22,4,1,,Reservation,247
True,2016-10-18,2017-06-22,4,1,,Reservation,247
True,2016-10-18,2017-06-22,4,1,,Reservation,247
True,2017-06-23,2017-06-25,1,1,,Reservation,2
True,2017-06-20,2017-06-25,1,1,,Reservation,5
True,2016-11-21,2017-06-16,10,1,,Reservation,207
True,2017-06-02,2017-06-22,4,1,,Reservation,20
True,2016-07-28,2017-06-25,14,1,,Reservation,332
True,2016-09-20,2017-06-20,7,1,,Reservation,273
True,2016-12-03,2017-06-19,8,1,,Reservation,198
True,2016-10-03,2017-06-13,14,1,,Reservation,253
True,2017-03-04,2017-06-24,3,1,,Reservation,112
True,2016-10-03,2017-06-06,21,1,,Reservation,246
True,2016-11-14,2017-06-20,7,1,,Reservation,218
True,2017-06-03,2017-06-24,3,1,,Reservation,21
True,2017-06-14,2017-06-24,3,1,,Reservation,10
True,2016-08-10,2017-06-27,0,1,,Reservation,321
True,2017-03-01,2017-06-19,9,1,,Reservation,110
True,2016-07-27,2017-06-17,11,1,,Reservation,325
True,2017-03-09,2017-06-21,7,1,,Reservation,104
True,2017-06-19,2017-06-25,3,1,,Reservation,6
True,2017-05-18,2017-06-24,4,1,,Reservation,37
True,2017-06-05,2017-06-25,3,1,,Reservation,20
True,2016-08-02,2017-06-25,3,1,,Reservation,327
True,2016-08-02,2017-06-25,3,1,,Reservation,327
True,2016-08-22,2017-06-25,3,1,,Reservation,307
True,2017-06-19,2017-06-22,6,1,,Reservation,3
True,2017-06-26,2017-06-27,1,1,,Reservation,1
True,2016-11-13,2017-06-23,5,1,,Reservation,222
True,2016-11-13,2017-06-23,5,1,,Reservation,222
True,2017-06-14,2017-06-26,2,1,,Reservation,12
True,2017-04-18,2017-06-21,7,1,,Reservation,64
True,2017-05-11,2017-06-24,4,1,,Reservation,44
True,2016-07-13,2017-06-15,14,1,,Reservation,337
True,2016-09-04,2017-06-23,6,1,,Reservation,292
True,2016-10-03,2017-06-15,14,1,,Reservation,255
True,2016-07-13,2017-06-22,7,1,,Reservation,344
True,2016-10-20,2017-06-15,14,1,,Reservation,238
True,2016-08-16,2017-06-19,10,1,,Reservation,307
True,2016-07-19,2017-06-15,14,1,,Reservation,331
True,2016-08-02,2017-06-23,6,1,,Reservation,325
True,2017-03-23,2017-06-24,5,1,,Reservation,93
True,2016-10-06,2017-06-22,7,1,,Reservation,259
True,2016-10-05,2017-06-22,7,1,,Reservation,260
True,2016-08-05,2017-06-23,7,1,,Reservation,322
True,2016-08-29,2017-06-24,6,1,,Reservation,299
True,2017-06-21,2017-06-28,2,1,,Reservation,7
True,2017-06-21,2017-06-28,2,1,,Reservation,7
True,2017-06-21,2017-06-29,1,1,,Reservation,8
True,2017-06-29,2017-06-29,1,1,,Walk-in,0
True,2017-01-25,2017-06-30,5,1,,Reservation,156
True,2017-06-29,2017-06-29,1,1,,Walk-in,0
True,2017-08-26,2017-08-28,1,1,,Reservation,2
True,2016-07-26,2017-06-26,4,1,,Reservation,335
True,2017-06-27,2017-06-29,1,1,,Reservation,2
True,2017-06-25,2017-06-27,3,1,,Reservation,2
True,2017-02-23,2017-06-26,4,1,,Reservation,123
True,2017-06-29,2017-06-29,1,1,,Walk-in,0
True,2017-06-14,2017-06-26,4,1,,Reservation,12
True,2016-09-15,2017-06-16,14,1,,Reservation,274
True,2016-09-15,2017-06-16,14,1,,Reservation,274
True,2016-09-09,2017-06-20,10,1,,Reservation,284
True,2016-10-23,2017-06-24,7,1,,Reservation,244
True,2016-10-12,2017-06-24,7,1,,Reservation,255
True,2017-06-21,2017-06-30,1,1,,Reservation,9
True,2017-06-09,2017-06-30,1,1,,Reservation,21
True,2017-04-05,2017-06-28,3,1,,Reservation,84
True,2017-02-11,2017-06-29,2,1,,Reservation,138
True,2017-04-05,2017-06-30,1,1,,Reservation,86
True,2017-04-05,2017-06-30,1,1,,Reservation,86
True,2017-06-29,2017-06-30,1,1,,Reservation,1
True,2017-04-05,2017-06-28,3,1,,Reservation,84
True,2017-06-09,2017-06-29,2,1,,Reservation,20
True,2017-06-21,2017-06-30,1,1,,Reservation,9
True,2017-04-05,2017-06-30,1,1,,Reservation,86
True,2017-06-14,2017-07-01,1,1,,Reservation,17
True,2017-06-29,2017-06-30,1,1,,Reservation,1
True,2017-02-20,2017-06-24,7,1,,Reservation,124
True,2017-06-24,2017-06-24,7,1,,Walk-in,0
True,2016-09-25,2017-06-24,7,1,,Reservation,272
True,2017-04-05,2017-07-01,0,1,,Reservation,87
True,2017-06-14,2017-07-01,0,1,,Reservation,17
True,2017-04-05,2017-06-30,1,1,,Reservation,86
True,2017-06-16,2017-06-30,1,1,,Reservation,14
True,2017-04-05,2017-06-30,1,1,,Reservation,86
True,2017-06-29,2017-06-30,1,1,,Reservation,1
True,2017-03-10,2017-06-30,1,1,,Reservation,112
True,2017-06-09,2017-06-29,2,1,,Reservation,20
True,2017-06-28,2017-06-29,3,1,,Reservation,1
True,2016-07-13,2017-06-25,7,1,,Reservation,347
True,2016-10-01,2017-06-28,4,1,,Reservation,270
True,2016-08-30,2017-06-25,7,1,,Reservation,299
True,2016-10-03,2017-06-28,4,1,,Reservation,268
True,2017-06-29,2017-06-30,2,1,,Reservation,1
True,2017-06-13,2017-06-30,2,1,,Reservation,17
True,2017-06-29,2017-07-01,1,1,,Reservation,2
True,2017-06-03,2017-07-01,1,1,,Reservation,28
True,2017-07-01,2017-07-01,1,1,,Walk-in,0
True,2017-06-29,2017-07-01,1,1,,Reservation,2
True,2016-09-23,2017-06-24,8,1,,Reservation,274
True,2017-06-27,2017-07-01,1,1,,Reservation,4
True,2017-05-17,2017-07-01,1,1,,Reservation,45
True,2017-01-22,2017-07-01,1,1,,Reservation,160
True,2017-01-10,2017-06-30,2,1,,Reservation,171
True,2017-06-30,2017-06-30,2,1,,Walk-in,0
True,2017-01-26,2017-06-29,3,1,,Reservation,154
True,2016-09-28,2017-06-26,7,1,,Reservation,271
True,2017-02-03,2017-06-29,4,1,,Reservation,146
True,2017-03-08,2017-06-26,7,1,,Reservation,110
True,2016-08-01,2017-06-23,10,1,,Reservation,326
True,2017-01-30,2017-06-30,3,1,,Reservation,151
True,2017-01-30,2017-06-30,3,1,,Reservation,151
True,2017-06-19,2017-07-01,2,1,,Reservation,12
True,2017-06-19,2017-06-27,6,1,,Reservation,8
True,2017-01-27,2017-06-28,5,1,,Reservation,152
True,2017-05-23,2017-06-28,5,1,,Reservation,36
True,2016-10-04,2017-06-26,7,1,,Reservation,265
True,2016-08-01,2017-06-23,10,1,,Reservation,326
True,2017-06-21,2017-06-27,6,1,,Reservation,6
True,2017-06-17,2017-06-30,3,1,,Reservation,13
True,2017-07-02,2017-07-02,1,1,,Walk-in,0
True,2017-07-02,2017-07-02,1,1,,Walk-in,0
True,2016-10-16,2017-07-01,2,1,,Reservation,258
True,2016-12-04,2017-07-04,6,1,,Reservation,212
True,2017-01-12,2017-06-30,4,1,,Reservation,169
True,2016-09-22,2017-06-27,7,1,,Reservation,278
True,2016-09-15,2017-06-24,10,1,,Reservation,282
True,2016-09-17,2017-06-27,7,1,,Reservation,283
True,2016-09-07,2017-06-23,11,1,,Reservation,289
True,2017-06-06,2017-07-03,1,1,,Reservation,27
True,2017-06-07,2017-07-01,3,1,,Reservation,24
True,2017-07-03,2017-07-04,2,1,,Reservation,1
True,2016-11-06,2017-06-21,13,1,,Reservation,227
True,2017-01-21,2017-07-01,3,1,,Reservation,161
True,2017-06-06,2017-06-30,4,1,,Reservation,24
True,2016-11-20,2017-06-28,7,1,,Reservation,220
True,2016-11-20,2017-06-28,7,1,,Reservation,220
True,2016-11-20,2017-06-28,7,1,,Reservation,220
True,2016-10-18,2017-06-28,7,1,,Reservation,253
True,2017-05-09,2017-06-29,6,1,,Reservation,51
True,2017-03-30,2017-06-28,7,1,,Reservation,90
True,2017-05-09,2017-06-28,7,1,,Reservation,50
True,2017-03-31,2017-06-21,14,1,,Reservation,82
True,2017-05-17,2017-07-03,2,1,,Reservation,47
True,2016-09-29,2017-07-02,3,1,,Reservation,276
True,2016-08-12,2017-06-25,10,1,,Reservation,317
True,2016-07-19,2017-06-26,10,1,,Reservation,342
True,2016-07-19,2017-06-26,10,1,,Reservation,342
True,2017-06-24,2017-07-05,1,1,,Reservation,11
True,2016-11-09,2017-07-02,4,1,,Reservation,235
True,2016-12-07,2017-07-02,4,1,,Reservation,207
True,2016-11-23,2017-07-01,5,1,,Reservation,220
True,2017-01-06,2017-07-02,4,1,,Reservation,177
True,2017-07-05,2017-07-05,1,1,,Walk-in,0
True,2017-07-05,2017-07-05,1,1,,Walk-in,0
True,2017-07-05,2017-07-05,1,1,,Walk-in,0
True,2016-12-23,2017-07-04,3,1,,Reservation,193
True,2016-10-13,2017-07-03,4,1,,Reservation,263
True,2017-05-04,2017-07-05,2,1,,Reservation,62
True,2016-12-14,2017-07-02,5,1,,Reservation,200
True,2017-06-04,2017-07-03,4,1,,Reservation,29
True,2017-06-29,2017-07-04,3,1,,Reservation,5
True,2017-01-11,2017-06-30,7,1,,Reservation,170
True,2017-01-01,2017-07-01,6,1,,Reservation,181
True,2017-06-30,2017-07-05,2,1,,Reservation,5
True,2017-06-28,2017-07-06,1,1,,Reservation,8
True,2016-10-30,2017-07-01,7,1,,Reservation,244
True,2016-08-08,2017-07-01,7,1,,Reservation,327
True,2016-10-30,2017-07-01,7,1,,Reservation,244
True,2016-08-29,2017-07-01,7,1,,Reservation,306
True,2016-09-18,2017-07-03,5,1,,Reservation,288
True,2017-07-03,2017-07-03,5,1,,Walk-in,0
True,2017-07-06,2017-07-07,1,1,,Reservation,1
True,2016-08-22,2017-07-01,7,1,,Reservation,313
True,2016-08-22,2017-07-01,7,1,,Reservation,313
True,2016-08-22,2017-07-01,7,1,,Reservation,313
True,2017-06-27,2017-07-03,5,1,,Reservation,6
True,2016-10-10,2017-06-28,10,1,,Reservation,261
True,2017-05-03,2017-07-02,6,1,,Reservation,60
True,2017-07-07,2017-07-07,1,1,,Walk-in,0
True,2017-07-07,2017-07-07,1,1,,Walk-in,0
True,2016-08-08,2017-07-01,7,1,,Reservation,327
True,2017-06-26,2017-07-04,4,1,,Reservation,8
True,2016-10-04,2017-07-01,8,1,,Reservation,270
True,2016-09-19,2017-06-29,10,1,,Reservation,283
True,2016-09-12,2017-07-02,7,1,,Reservation,293
True,2016-08-05,2017-06-25,14,1,,Reservation,324
True,2016-10-20,2017-06-25,14,1,,Reservation,248
True,2016-11-03,2017-07-02,7,1,,Reservation,241
True,2016-12-28,2017-07-01,8,1,,Reservation,185
True,2017-01-15,2017-07-04,5,1,,Reservation,170
True,2017-06-26,2017-07-06,3,1,,Reservation,10
True,2016-09-04,2017-07-04,5,1,,Reservation,303
True,2017-06-29,2017-07-07,2,1,,Reservation,8
True,2016-12-27,2017-07-06,3,1,,Reservation,191
True,2017-06-22,2017-07-07,2,1,,Reservation,15
True,2016-10-27,2017-07-07,2,1,,Reservation,253
True,2016-12-13,2017-07-06,3,1,,Reservation,205
True,2016-12-10,2017-07-02,7,1,,Reservation,204
True,2017-07-08,2017-07-09,1,1,,Reservation,1
True,2016-12-13,2017-07-06,3,1,,Reservation,205
True,2016-12-13,2017-07-06,3,1,,Reservation,205
True,2017-01-26,2017-07-03,6,1,,Reservation,158
True,2017-06-19,2017-07-08,1,1,,Reservation,19
True,2017-06-13,2017-07-08,1,1,,Reservation,25
True,2017-07-02,2017-07-06,3,1,,Reservation,4
True,2016-08-05,2017-06-25,14,1,,Reservation,324
True,2017-07-08,2017-07-08,1,1,,Walk-in,0
True,2017-06-19,2017-07-02,7,1,,Reservation,13
True,2016-10-27,2017-07-07,2,1,,Reservation,253
True,2016-10-27,2017-07-07,2,1,,Reservation,253
True,2016-12-03,2017-06-26,13,1,,Reservation,205
True,2016-11-19,2017-07-03,7,1,,Reservation,226
True,2017-07-07,2017-07-09,1,1,,Reservation,2
True,2016-08-05,2017-07-05,5,1,,Reservation,334
True,2017-04-15,2017-07-05,5,1,,Reservation,81
True,2016-08-30,2017-07-06,4,1,,Reservation,310
True,2017-06-28,2017-07-07,3,1,,Reservation,9
True,2017-06-14,2017-07-08,2,1,,Reservation,24
True,2016-12-22,2017-06-21,19,1,,Reservation,181
True,2017-07-07,2017-07-09,1,1,,Reservation,2
True,2017-01-04,2017-06-30,10,1,,Reservation,177
True,2017-07-08,2017-07-09,1,1,,Reservation,1
True,2016-08-30,2017-07-06,4,1,,Reservation,310
True,2017-06-14,2017-07-08,2,1,,Reservation,24
True,2017-03-02,2017-07-11,7,1,,Reservation,131
True,2017-07-07,2017-07-10,1,1,,Reservation,3
True,2017-07-07,2017-07-10,1,1,,Reservation,3
True,2017-03-01,2017-07-09,2,1,,Reservation,130
True,2017-03-01,2017-07-09,2,1,,Reservation,130
True,2017-03-01,2017-07-09,2,1,,Reservation,130
True,2016-10-25,2017-07-04,7,1,,Reservation,252
True,2017-07-06,2017-07-10,1,1,,Reservation,4
True,2016-12-16,2017-07-04,7,1,,Reservation,200
True,2017-05-24,2017-07-09,2,1,,Reservation,46
True,2017-07-01,2017-07-07,4,1,,Reservation,6
True,2017-01-26,2017-07-04,8,1,,Reservation,159
True,2016-09-30,2017-07-05,7,1,,Reservation,278
True,2017-02-06,2017-07-09,3,1,,Reservation,153
True,2017-06-29,2017-07-11,1,1,,Reservation,12
True,2017-05-25,2017-07-11,1,1,,Reservation,47
True,2017-06-15,2017-07-12,1,1,,Reservation,27
True,2017-05-25,2017-07-11,1,1,,Reservation,47
True,2017-06-15,2017-07-12,1,1,,Reservation,27
True,2017-06-29,2017-07-11,1,1,,Reservation,12
True,2016-10-10,2017-07-03,9,1,,Reservation,266
True,2017-04-14,2017-07-10,2,1,,Reservation,87
True,2017-06-21,2017-07-09,3,1,,Reservation,18
True,2016-08-12,2017-07-05,7,1,,Reservation,327
True,2017-06-26,2017-07-10,2,1,,Reservation,14
True,2017-07-12,2017-07-12,1,1,,Walk-in,0
True,2016-10-04,2017-07-03,10,1,,Reservation,272
True,2017-02-06,2017-07-09,4,1,,Reservation,153
True,2017-02-11,2017-07-10,3,1,,Reservation,149
True,2017-07-07,2017-07-12,1,1,,Reservation,5
True,2017-07-07,2017-07-12,1,1,,Reservation,5
True,2017-01-18,2017-07-04,9,1,,Reservation,167
True,2016-10-04,2017-07-03,10,1,,Reservation,272
True,2017-02-10,2017-07-09,4,1,,Reservation,149
True,2016-12-28,2017-07-09,4,1,,Reservation,193
True,2017-07-07,2017-07-10,3,1,,Reservation,3
True,2017-01-27,2017-07-09,4,1,,Reservation,163
True,2017-02-06,2017-07-09,4,1,,Reservation,153
True,2016-12-16,2017-07-09,4,1,,Reservation,205
True,2016-12-09,2017-07-09,4,1,,Reservation,212
True,2017-02-07,2017-07-09,4,1,,Reservation,152
True,2016-12-09,2017-07-09,4,1,,Reservation,212
True,2017-02-08,2017-07-09,4,1,,Reservation,151
True,2017-01-11,2017-07-06,7,1,,Reservation,176
True,2017-07-12,2017-07-12,1,1,,Walk-in,0
True,2016-08-30,2017-07-07,7,1,,Reservation,311
True,2016-08-30,2017-07-07,7,1,,Reservation,311
True,2017-01-03,2017-07-05,9,1,,Reservation,183
True,2017-01-21,2017-07-04,10,1,,Reservation,164
True,2017-02-05,2017-07-10,4,1,,Reservation,155
True,2017-06-20,2017-07-11,3,1,,Reservation,21
True,2017-02-11,2017-07-09,5,1,,Reservation,148
True,2017-04-09,2017-07-12,2,1,,Reservation,94
True,2017-06-21,2017-07-12,2,1,,Reservation,21
True,2017-06-30,2017-07-13,1,1,,Reservation,13
True,2017-06-10,2017-07-13,1,1,,Reservation,33
True,2017-07-13,2017-07-13,1,1,,Walk-in,0
True,2017-01-31,2017-07-10,4,1,,Reservation,160
True,2017-02-11,2017-07-09,5,1,,Reservation,148
True,2017-07-14,2017-07-14,1,1,,Walk-in,0
True,2017-07-12,2017-07-13,1,1,,Reservation,1
True,2016-12-03,2017-07-08,7,1,,Reservation,217
True,2017-01-28,2017-07-08,7,1,,Reservation,161
True,2017-01-24,2017-07-08,7,1,,Reservation,165
True,2017-07-11,2017-07-15,2,1,,Reservation,4
True,2017-06-01,2017-07-08,7,1,,Reservation,37
True,2017-02-12,2017-07-10,5,1,,Reservation,148
True,2017-02-12,2017-07-10,5,1,,Reservation,148
True,2017-01-06,2017-07-08,7,1,,Reservation,183
True,2017-02-05,2017-07-08,7,1,,Reservation,153
True,2017-02-09,2017-07-08,7,1,,Reservation,149
True,2017-02-09,2017-07-08,7,1,,Reservation,149
True,2017-01-19,2017-07-08,7,1,,Reservation,170
True,2017-06-18,2017-07-13,2,1,,Reservation,25
True,2017-06-12,2017-07-10,5,1,,Reservation,28
True,2017-02-18,2017-07-10,5,1,,Reservation,142
True,2017-06-22,2017-07-13,2,1,,Reservation,21
True,2017-06-12,2017-07-13,2,1,,Reservation,31
True,2017-03-08,2017-07-12,3,1,,Reservation,126
True,2017-01-24,2017-07-11,4,1,,Reservation,168
True,2017-01-30,2017-07-08,7,1,,Reservation,159
True,2017-05-30,2017-07-11,4,1,,Reservation,42
True,2017-07-14,2017-07-14,1,1,,Walk-in,0
True,2016-08-24,2017-07-02,14,1,,Reservation,312
True,2016-08-24,2017-07-02,14,1,,Reservation,312
True,2017-02-11,2017-07-13,3,1,,Reservation,152
True,2017-07-14,2017-07-14,2,1,,Walk-in,0
True,2017-07-10,2017-07-15,1,1,,Reservation,5
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-06-20,2017-07-13,3,1,,Reservation,23
True,2017-04-07,2017-07-09,7,1,,Reservation,93
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-02-08,2017-07-08,8,1,,Reservation,150
True,2017-07-12,2017-07-13,3,1,,Reservation,1
True,2017-06-04,2017-07-13,3,1,,Reservation,39
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-06-17,2017-07-14,2,1,,Reservation,27
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-07-05,2017-07-14,2,1,,Reservation,9
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-07-15,2017-07-15,1,1,,Walk-in,0
True,2017-07-16,2017-07-16,0,1,,Walk-in,0
True,2016-12-16,2017-07-10,7,1,,Reservation,206
True,2017-02-21,2017-07-10,7,1,,Reservation,139
True,2017-05-30,2017-07-12,5,1,,Reservation,43
True,2017-06-01,2017-07-12,5,1,,Reservation,41
True,2017-07-16,2017-07-16,1,1,,Walk-in,0
True,2016-11-10,2017-07-03,14,1,,Reservation,235
True,2016-11-21,2017-07-03,14,1,,Reservation,224
True,2017-07-11,2017-07-14,3,1,,Reservation,3
True,2017-03-23,2017-07-11,7,1,,Reservation,110
True,2017-07-17,2017-07-17,1,1,,Walk-in,0
True,2017-02-01,2017-07-11,7,1,,Reservation,160
True,2017-02-10,2017-07-11,7,1,,Reservation,151
True,2017-05-12,2017-07-14,4,1,,Reservation,63
True,2017-06-17,2017-07-14,4,1,,Reservation,27
True,2017-04-21,2017-07-12,6,1,,Reservation,82
True,2017-07-13,2017-07-15,3,1,,Reservation,2
True,2017-07-18,2017-07-18,0,1,,Walk-in,0
True,2017-07-17,2017-07-17,1,1,,Walk-in,0
True,2017-07-18,2017-07-19,2,1,,Reservation,1
True,2017-06-30,2017-07-12,7,1,,Reservation,12
True,2017-02-06,2017-07-12,7,1,,Reservation,156
True,2017-01-31,2017-07-09,10,1,,Reservation,159
True,2017-02-06,2017-07-09,10,1,,Reservation,153
True,2017-06-06,2017-07-15,4,1,,Reservation,39
True,2017-06-06,2017-07-15,4,1,,Reservation,39
True,2017-06-18,2017-07-13,6,1,,Reservation,25
True,2017-04-28,2017-07-17,2,1,,Reservation,80
True,2017-04-28,2017-07-17,2,1,,Reservation,80
True,2016-10-02,2017-07-12,7,1,,Reservation,283
True,2017-03-14,2017-07-16,3,1,,Reservation,124
True,2017-02-12,2017-07-16,3,1,,Reservation,154
True,2017-07-18,2017-07-18,1,1,,Walk-in,0
True,2017-02-02,2017-07-06,14,1,,Reservation,154
True,2017-02-22,2017-07-16,4,1,,Reservation,144
True,2017-07-17,2017-07-19,1,1,,Reservation,2
True,2017-02-09,2017-07-13,7,1,,Reservation,154
True,2017-01-07,2017-07-10,10,1,,Reservation,184
True,2016-12-28,2017-07-15,5,1,,Reservation,199
True,2017-06-18,2017-07-20,1,1,,Reservation,32
True,2017-02-04,2017-07-19,1,1,,Reservation,165
True,2017-06-12,2017-07-19,1,1,,Reservation,37
True,2017-05-08,2017-07-15,5,1,,Reservation,68
True,2017-02-10,2017-07-18,2,1,,Reservation,158
True,2017-02-08,2017-07-16,4,1,,Reservation,158
True,2017-03-24,2017-07-16,4,1,,Reservation,114
True,2017-07-19,2017-07-19,1,1,,Walk-in,0
True,2017-07-19,2017-07-19,1,1,,Walk-in,0
True,2017-02-10,2017-07-18,2,1,,Reservation,158
True,2017-02-09,2017-07-11,9,1,,Reservation,152
True,2017-07-19,2017-07-19,1,1,,Walk-in,0
True,2017-07-24,2017-08-18,3,1,,Reservation,25
True,2017-07-15,2017-07-20,1,1,,Reservation,5
True,2016-12-30,2017-07-15,6,1,,Reservation,197
True,2017-06-23,2017-07-14,7,1,,Reservation,21
True,2017-02-05,2017-07-18,3,1,,Reservation,163
True,2017-01-10,2017-07-16,5,1,,Reservation,187
True,2017-05-06,2017-07-14,7,1,,Reservation,69
True,2017-01-06,2017-07-17,4,1,,Reservation,192
True,2017-03-23,2017-07-14,7,1,,Reservation,113
True,2017-03-25,2017-07-15,7,1,,Reservation,112
True,2017-03-22,2017-07-15,7,1,,Reservation,115
True,2017-02-06,2017-07-16,7,1,,Reservation,160
